
instance_CG_N60_K55_nzP0d12_p4_g1_l5.txt
Trivial,107700,1
cilk,16635,198
BSPg,8697,3
BSPgHCCS,8653,3
ETF,15421,4
BL-EST,51117,238
source3_weights_cluster,8536,2
source3_weights_clusterHCCS,8483,2
0

bicgstab_gyro_m_p16_g1_l5.txt
Trivial,95531,1
cilk,74585,5740
BSPg,90370,10099
BSPgHCCS,74557,6233
ETF,76117,5070
BL-EST,119376,7575
source3_weights_cluster,103014,9468
0

hpcg_p16_g1_l5.txt
Trivial,209434,1
cilk,98079,6399
BSPg,106872,8275
BSPgHCCS,95463,6303
ETF,145611,7274
BL-EST,159240,6590
source3_weights_cluster,110514,8131
0

instance_kNN_N250_K15_nzP0d1_p16_g1_l5.txt
Trivial,260483,1
cilk,43487,645
BSPg,25823,25
BSPgHCCS,25399,25
ETF,121846,1660
BL-EST,228594,4990
source3_weights_cluster,25762,30
source3_weights_clusterHCCS,25433,30
0

instance_exp_N75_K60_nzP0d15_p16_g1_l5.txt
Trivial,147409,1
cilk,30030,781
BSPg,15164,93
BSPgHCCS,14618,93
ETF,74364,2346
BL-EST,150697,5715
source3_weights_cluster,18375,120
source3_weights_clusterHCCS,16880,120
0

instance_exp_N100_K40_nzP0d2_p16_g1_l5.txt
Trivial,234114,1
cilk,48324,945
BSPg,23754,76
BSPgHCCS,23052,76
ETF,114868,2081
BL-EST,213419,5426
source3_weights_cluster,25884,80
source3_weights_clusterHCCS,23971,80
0

instance_CG_N60_K55_nzP0d12_p16_g1_l5.txt
Trivial,128259,1
cilk,41948,1372
BSPg,28325,494
BSPgHCCS,26689,328
ETF,65714,3388
BL-EST,90813,4037
source3_weights_cluster,29983,496
source3_weights_clusterHCCS,28638,441
0

instance_kNN_N100_K50_nzP0d1_p16_g1_l5.txt
Trivial,152788,1
cilk,28056,667
BSPg,15470,81
BSPgHCCS,14983,81
ETF,76320,2500
BL-EST,157430,5925
source3_weights_cluster,16963,100
source3_weights_clusterHCCS,15940,100
0

instance_CG_N120_K35_nzP0d11_p4_g3_l5.txt
Trivial,243660,1
cilk,168819,1998
BSPg,125680,283
BSPgHCCS,123839,179
ETF,189544,2585
BL-EST,266995,5506
source3_weights_cluster,141426,289
source3_weights_clusterHCCS,137325,287
0

instance_spmv_N300_nzP0d3_p4_g3_l5.txt
Trivial,107700,1
cilk,76864,229
BSPg,42562,3
BSPgHCCS,42337,3
ETF,45556,4
BL-EST,111813,437
source3_weights_cluster,42451,2
source3_weights_clusterHCCS,42389,2
0

instance_exp_N100_K40_nzP0d2_p4_g3_l5.txt
Trivial,234114,1
cilk,129023,667
BSPg,105552,52
BSPgHCCS,103786,52
ETF,219981,2652
BL-EST,316118,5628
source3_weights_cluster,115168,80
source3_weights_clusterHCCS,112909,80
0

instance_kNN_N250_K15_nzP0d1_p4_g3_l5.txt
Trivial,260483,1
cilk,147371,527
BSPg,124375,19
BSPgHCCS,122665,19
ETF,243406,2114
BL-EST,342088,4613
source3_weights_cluster,128296,30
source3_weights_clusterHCCS,127047,30
0

hpcg_p4_g3_l5.txt
Trivial,209434,1
cilk,212472,7373
BSPg,207653,6245
BSPgHCCS,189320,6223
ETF,235715,9206
BL-EST,229179,6334
source3_weights_cluster,181255,7361
0

instance_CG_N60_K55_nzP0d12_p4_g3_l5.txt
Trivial,128259,1
cilk,94590,1471
BSPg,73070,468
BSPgHCCS,70635,297
ETF,114235,2318
BL-EST,149495,4133
source3_weights_cluster,88468,495
source3_weights_clusterHCCS,80154,495
0

instance_exp_N75_K60_nzP0d15_p4_g3_l5.txt
Trivial,147409,1
cilk,82297,671
BSPg,64899,69
BSPgHCCS,63840,69
ETF,143187,2954
BL-EST,213365,5675
source3_weights_cluster,79933,120
source3_weights_clusterHCCS,74753,120
0

bicgstab_gyro_m_p4_g3_l5.txt
Trivial,95531,1
cilk,107906,5608
BSPg,118334,9372
BSPgHCCS,93923,5622
ETF,104166,5026
BL-EST,110878,2743
source3_weights_cluster,157034,9467
0

conjugate_gradient_gyro_m_p4_g3_l5.txt
Trivial,86819,1
cilk,114064,3891
BSPg,144111,19897
BSPgHCCS,98308,4175
ETF,103508,3984
BL-EST,121578,3986
source3_weights_cluster,156023,11939
0

instance_kNN_N100_K50_nzP0d1_p4_g3_l5.txt
Trivial,152788,1
cilk,81625,520
BSPg,66912,59
BSPgHCCS,65698,59
ETF,148229,3140
BL-EST,219443,5796
source3_weights_cluster,79449,100
source3_weights_clusterHCCS,78290,100
0

instance_CG_N120_K35_nzP0d11_p8_g3_l5.txt
Trivial,243660,1
cilk,144142,2412
BSPg,89463,308
BSPgHCCS,86857,200
ETF,206538,1744
BL-EST,274588,4876
source3_weights_cluster,103272,317
