Graph,Machine,Algorithm,TimeToCompute(ms),BspCost,CommCost,Supersteps,WorkCost,avg_wavefront_size,num_edges,num_vertices
kdd-6k.psdd,p8_g16_l20,GreedyBspHC,137,5256,4904,11,352,134.300000,6527,2686
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyRecomputerMask0,4184,65011,51512,3,13499,27150.000000,80550,54300
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyRecomputerMask1,5273,61441,47704,3,13737,27150.000000,80550,54300
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyRecomputerMask3,6009,22617,0,1,22617,27150.000000,80550,54300
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyRecomputerMask7,9846,22617,0,1,22617,27150.000000,80550,54300
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyRecomputerMask2,5201,22617,0,1,22617,27150.000000,80550,54300
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyRecomputerMask4,6045,65011,51512,3,13499,27150.000000,80550,54300
instance_spmv_N300_nzP0d3,p8_g16_l20,GreedyBspHC,3570,65347,51848,3,13499,27150.000000,80550,54300
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyRecomputerMask0,492,14737,12992,9,1745,555.000000,12825,5550
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyRecomputerMask1,964,10029,7968,9,2061,555.000000,12825,5550
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyRecomputerMask3,1137,8914,6648,7,2266,555.000000,12825,5550
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyRecomputerMask7,1677,8914,6648,7,2266,555.000000,12825,5550
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyRecomputerMask2,745,11380,9240,7,2140,555.000000,12825,5550
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyRecomputerMask4,891,14737,12992,9,1745,555.000000,12825,5550
instance_exp_N70_K5_nzP0d18,p8_g16_l20,GreedyBspHC,410,15057,13312,9,1745,555.000000,12825,5550
asia-bdd.psdd,p8_g16_l20,GreedyRecomputerMask0,4,311,292,6,19,7.142857,104,50
asia-bdd.psdd,p8_g16_l20,GreedyRecomputerMask1,4,214,192,5,22,7.142857,104,50
asia-bdd.psdd,p8_g16_l20,GreedyRecomputerMask3,5,49,0,1,49,7.142857,104,50
asia-bdd.psdd,p8_g16_l20,GreedyRecomputerMask7,8,49,0,1,49,7.142857,104,50
asia-bdd.psdd,p8_g16_l20,GreedyRecomputerMask2,5,49,0,1,49,7.142857,104,50
asia-bdd.psdd,p8_g16_l20,GreedyRecomputerMask4,5,311,292,6,19,7.142857,104,50
asia-bdd.psdd,p8_g16_l20,GreedyBspHC,3,327,308,6,19,7.142857,104,50
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyRecomputerMask0,79,8046,7328,61,718,12.831933,3089,1527
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyRecomputerMask1,88,7924,7200,61,724,12.831933,3089,1527
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyRecomputerMask3,160,2835,0,1,2835,12.831933,3089,1527
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyRecomputerMask7,244,2860,0,1,2860,12.831933,3089,1527
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyRecomputerMask2,158,2835,0,1,2835,12.831933,3089,1527
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyRecomputerMask4,206,7806,6864,61,942,12.831933,3089,1527
instance_CG_N12_K10_nzP0d2,p8_g16_l20,GreedyBspHC,64,8546,7828,62,718,12.831933,3089,1527
instance_bicgstab_gyro_m,p8_g16_l20,GreedyRecomputerMask0,777599,257568,216936,3167,40632,4.970294,80373,50195
instance_bicgstab_gyro_m,p8_g16_l20,GreedyRecomputerMask1,778397,256640,216008,3167,40632,4.970294,80373,50195
instance_bicgstab_gyro_m,p8_g16_l20,GreedyRecomputerMask3,785766,167612,119568,1333,48044,4.970294,80373,50195
instance_bicgstab_gyro_m,p8_g16_l20,GreedyRecomputerMask7,797167,155467,96732,1268,58735,4.970294,80373,50195
instance_bicgstab_gyro_m,p8_g16_l20,GreedyRecomputerMask2,780869,201486,153492,1382,47994,4.970294,80373,50195
instance_bicgstab_gyro_m,p8_g16_l20,GreedyRecomputerMask4,782083,216432,175800,3167,40632,4.970294,80373,50195
instance_bicgstab_gyro_m,p8_g16_l20,GreedyBspHC,776184,284088,243456,4055,40632,4.970294,80373,50195
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyRecomputerMask0,494,30687,27452,140,3235,28.072243,16145,7383
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyRecomputerMask1,535,30218,26940,140,3278,28.072243,16145,7383
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyRecomputerMask3,778,29690,26348,124,3342,28.072243,16145,7383
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyRecomputerMask7,1364,29187,25580,124,3607,28.072243,16145,7383
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyRecomputerMask2,756,29895,26572,124,3323,28.072243,16145,7383
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyRecomputerMask4,1129,30118,26588,140,3530,28.072243,16145,7383
instance_CG_N24_K22_nzP0d2,p8_g16_l20,GreedyBspHC,404,32971,29736,151,3235,28.072243,16145,7383
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyRecomputerMask0,186,5034,4428,16,606,97.500000,4443,1950
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyRecomputerMask1,211,3976,3308,16,668,97.500000,4443,1950
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyRecomputerMask3,279,3712,2996,14,716,97.500000,4443,1950
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyRecomputerMask7,438,3712,2996,14,716,97.500000,4443,1950
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyRecomputerMask2,244,3868,1648,9,2220,97.500000,4443,1950
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyRecomputerMask4,239,5034,4428,16,606,97.500000,4443,1950
instance_exp_N30_K10_nzP0d18,p8_g16_l20,GreedyBspHC,158,5530,4924,16,606,97.500000,4443,1950
msnbc-yitao-b.psdd,p8_g16_l20,GreedyRecomputerMask0,736,10919,10084,6,835,1318.000000,8870,6590
msnbc-yitao-b.psdd,p8_g16_l20,GreedyRecomputerMask1,1413,6434,5300,6,1134,1318.000000,8870,6590
msnbc-yitao-b.psdd,p8_g16_l20,GreedyRecomputerMask3,1513,3807,1464,3,2343,1318.000000,8870,6590
msnbc-yitao-b.psdd,p8_g16_l20,GreedyRecomputerMask7,1977,3807,1464,3,2343,1318.000000,8870,6590
msnbc-yitao-b.psdd,p8_g16_l20,GreedyRecomputerMask2,863,3807,1464,3,2343,1318.000000,8870,6590
msnbc-yitao-b.psdd,p8_g16_l20,GreedyRecomputerMask4,1158,10919,10084,6,835,1318.000000,8870,6590
msnbc-yitao-b.psdd,p8_g16_l20,GreedyBspHC,668,10983,10148,6,835,1318.000000,8870,6590
nltcs.psdd,p8_g16_l20,GreedyRecomputerMask0,243,8175,7576,7,599,584.500000,10592,4676
nltcs.psdd,p8_g16_l20,GreedyRecomputerMask1,363,6919,6248,7,671,584.500000,10592,4676
nltcs.psdd,p8_g16_l20,GreedyRecomputerMask3,452,4675,0,1,4675,584.500000,10592,4676
nltcs.psdd,p8_g16_l20,GreedyRecomputerMask7,843,4675,0,1,4675,584.500000,10592,4676
nltcs.psdd,p8_g16_l20,GreedyRecomputerMask2,354,4675,0,1,4675,584.500000,10592,4676
nltcs.psdd,p8_g16_l20,GreedyRecomputerMask4,378,8175,7576,7,599,584.500000,10592,4676
nltcs.psdd,p8_g16_l20,GreedyBspHC,195,8239,7640,7,599,584.500000,10592,4676
bodyy4,p8_g16_l20,GreedyRecomputerMask0,1288,32365,24768,105,7597,25.209770,52196,17546
bodyy4,p8_g16_l20,GreedyRecomputerMask1,1372,32334,24736,105,7598,25.209770,52196,17546
bodyy4,p8_g16_l20,GreedyRecomputerMask3,2326,31818,24104,87,7714,25.209770,52196,17546
bodyy4,p8_g16_l20,GreedyRecomputerMask7,4880,31652,23792,85,7860,25.209770,52196,17546
bodyy4,p8_g16_l20,GreedyRecomputerMask2,2251,31834,24120,87,7714,25.209770,52196,17546
bodyy4,p8_g16_l20,GreedyRecomputerMask4,2382,32211,24576,101,7635,25.209770,52196,17546
bodyy4,p8_g16_l20,GreedyBspHC,1135,38090,30496,107,7594,25.209770,52196,17546
msnbc-yitao-a.psdd,p8_g16_l20,GreedyRecomputerMask0,544,11229,10388,6,841,1336.400000,8926,6682
msnbc-yitao-a.psdd,p8_g16_l20,GreedyRecomputerMask1,1230,6728,5588,6,1140,1336.400000,8926,6682
msnbc-yitao-a.psdd,p8_g16_l20,GreedyRecomputerMask3,1327,3858,1560,3,2298,1336.400000,8926,6682
msnbc-yitao-a.psdd,p8_g16_l20,GreedyRecomputerMask7,1793,3858,1560,3,2298,1336.400000,8926,6682
msnbc-yitao-a.psdd,p8_g16_l20,GreedyRecomputerMask2,672,3858,1560,3,2298,1336.400000,8926,6682
msnbc-yitao-a.psdd,p8_g16_l20,GreedyRecomputerMask4,745,11229,10388,6,841,1336.400000,8926,6682
msnbc-yitao-a.psdd,p8_g16_l20,GreedyBspHC,480,11245,10404,6,841,1336.400000,8926,6682
simple2.2.psdd,p8_g16_l20,GreedyRecomputerMask0,0,4,0,1,4,7.000000,3,7
simple2.2.psdd,p8_g16_l20,GreedyRecomputerMask1,0,4,0,1,4,7.000000,3,7
simple2.2.psdd,p8_g16_l20,GreedyRecomputerMask3,0,4,0,1,4,7.000000,3,7
simple2.2.psdd,p8_g16_l20,GreedyRecomputerMask7,0,4,0,1,4,7.000000,3,7
simple2.2.psdd,p8_g16_l20,GreedyRecomputerMask2,0,4,0,1,4,7.000000,3,7
simple2.2.psdd,p8_g16_l20,GreedyRecomputerMask4,0,4,0,1,4,7.000000,3,7
simple2.2.psdd,p8_g16_l20,GreedyBspHC,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyRecomputerMask0,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyRecomputerMask1,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyRecomputerMask3,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyRecomputerMask7,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyRecomputerMask2,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyRecomputerMask4,0,4,0,1,4,7.000000,3,7
simple2.3.psdd,p8_g16_l20,GreedyBspHC,0,4,0,1,4,7.000000,3,7
bcsstk38,p8_g16_l20,GreedyRecomputerMask0,12439,119677,54384,329,65293,3.681027,173714,8032
bcsstk38,p8_g16_l20,GreedyRecomputerMask1,12691,118646,52896,329,65750,3.681027,173714,8032
bcsstk38,p8_g16_l20,GreedyRecomputerMask3,13919,117615,51748,298,65867,3.681027,173714,8032
bcsstk38,p8_g16_l20,GreedyRecomputerMask7,18794,117330,51344,297,65986,3.681027,173714,8032
bcsstk38,p8_g16_l20,GreedyRecomputerMask2,13796,118423,52940,296,65483,3.681027,173714,8032
bcsstk38,p8_g16_l20,GreedyRecomputerMask4,14423,119671,54368,329,65303,3.681027,173714,8032
bcsstk38,p8_g16_l20,GreedyBspHC,11936,146852,82144,411,64708,3.681027,173714,8032
bnetflix.psdd,p8_g16_l20,GreedyRecomputerMask0,1011,18336,16380,12,1956,730.476190,40736,15340
bnetflix.psdd,p8_g16_l20,GreedyRecomputerMask1,1406,15706,13596,12,2110,730.476190,40736,15340
bnetflix.psdd,p8_g16_l20,GreedyRecomputerMask3,2031,9823,3284,6,6539,730.476190,40736,15340
bnetflix.psdd,p8_g16_l20,GreedyRecomputerMask7,3832,9928,3396,6,6532,730.476190,40736,15340
bnetflix.psdd,p8_g16_l20,GreedyRecomputerMask2,1681,10511,3988,6,6523,730.476190,40736,15340
bnetflix.psdd,p8_g16_l20,GreedyRecomputerMask4,1514,18336,16380,12,1956,730.476190,40736,15340
bnetflix.psdd,p8_g16_l20,GreedyBspHC,808,20432,18476,12,1956,730.476190,40736,15340
cr52.psdd,p8_g16_l20,GreedyRecomputerMask0,1677,27743,24920,15,2823,543.780488,46968,22295
cr52.psdd,p8_g16_l20,GreedyRecomputerMask1,4456,18215,14760,15,3455,543.780488,46968,22295
cr52.psdd,p8_g16_l20,GreedyRecomputerMask3,5147,11143,2664,11,8479,543.780488,46968,22295
cr52.psdd,p8_g16_l20,GreedyRecomputerMask7,7884,11141,2664,11,8477,543.780488,46968,22295
cr52.psdd,p8_g16_l20,GreedyRecomputerMask2,2491,11531,3048,11,8483,543.780488,46968,22295
cr52.psdd,p8_g16_l20,GreedyRecomputerMask4,3305,27743,24920,15,2823,543.780488,46968,22295
cr52.psdd,p8_g16_l20,GreedyBspHC,1417,28911,26088,15,2823,543.780488,46968,22295
bcsstk23,p8_g16_l20,GreedyRecomputerMask0,463,15199,11992,55,3207,25.274194,21022,3134
bcsstk23,p8_g16_l20,GreedyRecomputerMask1,490,15065,11848,55,3217,25.274194,21022,3134
bcsstk23,p8_g16_l20,GreedyRecomputerMask3,652,14856,11580,52,3276,25.274194,21022,3134
bcsstk23,p8_g16_l20,GreedyRecomputerMask7,1111,14838,11564,52,3274,25.274194,21022,3134
bcsstk23,p8_g16_l20,GreedyRecomputerMask2,639,15006,11740,52,3266,25.274194,21022,3134
bcsstk23,p8_g16_l20,GreedyRecomputerMask4,616,15199,11992,55,3207,25.274194,21022,3134
bcsstk23,p8_g16_l20,GreedyBspHC,385,18127,14920,57,3207,25.274194,21022,3134
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyRecomputerMask0,681,13300,11656,11,1644,373.428571,11991,5228
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyRecomputerMask1,994,9690,7800,11,1890,373.428571,11991,5228
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyRecomputerMask3,1145,8680,5864,7,2816,373.428571,11991,5228
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyRecomputerMask7,1651,8680,5864,7,2816,373.428571,11991,5228
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyRecomputerMask2,889,10168,1544,3,8624,373.428571,11991,5228
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyRecomputerMask4,1046,13300,11656,11,1644,373.428571,11991,5228
instance_kNN_N70_K7_nzP0d16,p8_g16_l20,GreedyBspHC,603,14100,12456,11,1644,373.428571,11991,5228
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyRecomputerMask0,2,148,140,4,8,7.500000,28,30
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyRecomputerMask1,2,113,104,3,9,7.500000,28,30
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyRecomputerMask3,3,30,0,1,30,7.500000,28,30
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyRecomputerMask7,4,30,0,1,30,7.500000,28,30
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyRecomputerMask2,3,30,0,1,30,7.500000,28,30
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyRecomputerMask4,3,148,140,4,8,7.500000,28,30
exp-D15-N1000-C4.psdd,p8_g16_l20,GreedyBspHC,2,148,140,4,8,7.500000,28,30
cwebkb.psdd,p8_g16_l20,GreedyRecomputerMask0,1687,27820,24940,16,2880,633.916667,50251,22821
cwebkb.psdd,p8_g16_l20,GreedyRecomputerMask1,4078,19259,15820,16,3439,633.916667,50251,22821
cwebkb.psdd,p8_g16_l20,GreedyRecomputerMask3,4871,11088,3284,10,7804,633.916667,50251,22821
cwebkb.psdd,p8_g16_l20,GreedyRecomputerMask7,7802,11074,3268,10,7806,633.916667,50251,22821
cwebkb.psdd,p8_g16_l20,GreedyRecomputerMask2,2574,11264,3476,10,7788,633.916667,50251,22821
cwebkb.psdd,p8_g16_l20,GreedyRecomputerMask4,3402,27820,24940,16,2880,633.916667,50251,22821
cwebkb.psdd,p8_g16_l20,GreedyBspHC,1405,29436,26556,16,2880,633.916667,50251,22821
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyRecomputerMask0,578,13473,11720,19,1753,226.416667,13248,5434
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyRecomputerMask1,748,10367,8440,19,1927,226.416667,13248,5434
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyRecomputerMask3,910,9870,7840,17,2030,226.416667,13248,5434
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyRecomputerMask7,1406,9870,7840,17,2030,226.416667,13248,5434
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyRecomputerMask2,823,10655,5580,12,5075,226.416667,13248,5434
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyRecomputerMask4,935,13473,11720,19,1753,226.416667,13248,5434
instance_exp_N50_K12_nzP0d15,p8_g16_l20,GreedyBspHC,496,14561,12808,19,1753,226.416667,13248,5434
msc23052,p8_g16_l20,GreedyRecomputerMask0,3581,121568,47360,9,74208,120.691099,565881,23052
msc23052,p8_g16_l20,GreedyRecomputerMask1,19593,104964,24880,9,80084,120.691099,565881,23052
msc23052,p8_g16_l20,GreedyRecomputerMask3,22952,104706,24524,8,80182,120.691099,565881,23052
msc23052,p8_g16_l20,GreedyRecomputerMask7,43324,104706,24524,8,80182,120.691099,565881,23052
msc23052,p8_g16_l20,GreedyRecomputerMask2,6466,115782,37064,7,78718,120.691099,565881,23052
msc23052,p8_g16_l20,GreedyRecomputerMask4,11936,121568,47360,9,74208,120.691099,565881,23052
msc23052,p8_g16_l20,GreedyBspHC,1719,125298,51112,12,74186,120.691099,565881,23052
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyRecomputerMask0,81,5361,4900,38,461,15.028169,2179,1067
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyRecomputerMask1,86,5209,4740,38,469,15.028169,2179,1067
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyRecomputerMask3,123,2040,0,1,2040,15.028169,2179,1067
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyRecomputerMask7,153,2040,0,1,2040,15.028169,2179,1067
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyRecomputerMask2,156,2038,0,1,2038,15.028169,2179,1067
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyRecomputerMask4,327,5145,4596,38,549,15.028169,2179,1067
instance_CG_N12_K6_nzP0d3,p8_g16_l20,GreedyBspHC,67,5683,5224,39,459,15.028169,2179,1067
ship_001,p8_g16_l20,GreedyRecomputerMask0,46059,672174,216752,429,455422,7.117815,2304655,34920
ship_001,p8_g16_l20,GreedyRecomputerMask1,49201,670818,215152,429,455666,7.117815,2304655,34920
ship_001,p8_g16_l20,GreedyRecomputerMask3,55312,670519,215004,420,455515,7.117815,2304655,34920
ship_001,p8_g16_l20,GreedyRecomputerMask7,89626,670263,214556,420,455707,7.117815,2304655,34920
ship_001,p8_g16_l20,GreedyRecomputerMask2,54522,671588,216380,416,455208,7.117815,2304655,34920
ship_001,p8_g16_l20,GreedyRecomputerMask4,82453,671742,216128,429,455614,7.117815,2304655,34920
ship_001,p8_g16_l20,GreedyBspHC,38178,797145,341224,503,455921,7.117815,2304655,34920
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyRecomputerMask0,119,3571,3144,7,427,192.625000,2763,1541
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyRecomputerMask1,148,2642,2152,7,490,192.625000,2763,1541
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyRecomputerMask3,196,1795,852,2,943,192.625000,2763,1541
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyRecomputerMask7,330,1795,852,2,943,192.625000,2763,1541
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyRecomputerMask2,158,1869,0,1,1869,192.625000,2763,1541
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyRecomputerMask4,213,3571,3144,7,427,192.625000,2763,1541
instance_kNN_N50_K4_nzP0d18,p8_g16_l20,GreedyBspHC,99,3763,3336,7,427,192.625000,2763,1541
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyRecomputerMask0,81,1866,1592,3,274,585.000000,1575,1170
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyRecomputerMask1,97,1356,1048,3,308,585.000000,1575,1170
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyRecomputerMask3,110,490,0,1,490,585.000000,1575,1170
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyRecomputerMask7,172,490,0,1,490,585.000000,1575,1170
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyRecomputerMask2,99,490,0,1,490,585.000000,1575,1170
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyRecomputerMask4,111,1866,1592,3,274,585.000000,1575,1170
instance_spmv_N60_nzP0d15,p8_g16_l20,GreedyBspHC,72,1882,1608,3,274,585.000000,1575,1170
msnbc-yitao-e.psdd,p8_g16_l20,GreedyRecomputerMask0,613,9669,9012,6,657,1043.200000,8074,5216
msnbc-yitao-e.psdd,p8_g16_l20,GreedyRecomputerMask1,1004,6247,5364,6,883,1043.200000,8074,5216
msnbc-yitao-e.psdd,p8_g16_l20,GreedyRecomputerMask3,1087,3633,1800,3,1833,1043.200000,8074,5216
msnbc-yitao-e.psdd,p8_g16_l20,GreedyRecomputerMask7,1458,3633,1800,3,1833,1043.200000,8074,5216
msnbc-yitao-e.psdd,p8_g16_l20,GreedyRecomputerMask2,713,3633,1800,3,1833,1043.200000,8074,5216
msnbc-yitao-e.psdd,p8_g16_l20,GreedyRecomputerMask4,772,9669,9012,6,657,1043.200000,8074,5216
msnbc-yitao-e.psdd,p8_g16_l20,GreedyBspHC,552,9701,9044,6,657,1043.200000,8074,5216
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyRecomputerMask0,73,6501,5960,55,541,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyRecomputerMask1,77,6426,5880,55,546,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyRecomputerMask3,129,2171,0,1,2171,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyRecomputerMask7,158,5545,4532,42,1013,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyRecomputerMask2,128,2142,0,1,2142,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyRecomputerMask4,131,6290,5560,55,730,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p8_g16_l20,GreedyBspHC,61,6853,6312,55,541,10.271028,2242,1099
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyRecomputerMask0,684,17421,15060,22,2361,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyRecomputerMask1,913,14076,11508,22,2568,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyRecomputerMask3,1133,13430,10728,19,2702,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyRecomputerMask7,1797,13430,10728,19,2702,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyRecomputerMask2,994,15660,13080,19,2580,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyRecomputerMask4,906,17421,15060,22,2361,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p8_g16_l20,GreedyBspHC,585,18989,16628,22,2361,258.214286,17934,7230
tretail.psdd,p8_g16_l20,GreedyRecomputerMask0,177,5277,4904,11,373,141.100000,6382,2822
tretail.psdd,p8_g16_l20,GreedyRecomputerMask1,242,3851,3384,11,467,141.100000,6382,2822
tretail.psdd,p8_g16_l20,GreedyRecomputerMask3,329,2249,1144,7,1105,141.100000,6382,2822
tretail.psdd,p8_g16_l20,GreedyRecomputerMask7,631,2249,1144,7,1105,141.100000,6382,2822
tretail.psdd,p8_g16_l20,GreedyRecomputerMask2,276,2284,1176,7,1108,141.100000,6382,2822
tretail.psdd,p8_g16_l20,GreedyRecomputerMask4,354,5277,4904,11,373,141.100000,6382,2822
tretail.psdd,p8_g16_l20,GreedyBspHC,142,5373,5000,11,373,141.100000,6382,2822
msc01440,p8_g16_l20,GreedyRecomputerMask0,652,8302,4464,17,3838,24.000000,22415,1440
msc01440,p8_g16_l20,GreedyRecomputerMask1,765,6731,2616,15,4115,24.000000,22415,1440
msc01440,p8_g16_l20,GreedyRecomputerMask3,859,6676,2524,12,4152,24.000000,22415,1440
msc01440,p8_g16_l20,GreedyRecomputerMask7,1405,6676,2524,12,4152,24.000000,22415,1440
msc01440,p8_g16_l20,GreedyRecomputerMask2,761,7419,3016,11,4403,24.000000,22415,1440
msc01440,p8_g16_l20,GreedyRecomputerMask4,933,8302,4464,17,3838,24.000000,22415,1440
msc01440,p8_g16_l20,GreedyBspHC,583,9310,5476,26,3834,24.000000,22415,1440
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyRecomputerMask0,153,4712,4140,8,572,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyRecomputerMask1,195,3466,2812,8,654,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyRecomputerMask3,258,3040,2292,6,748,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyRecomputerMask7,433,3040,2292,6,748,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyRecomputerMask2,239,3418,1388,4,2030,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyRecomputerMask4,276,4712,4140,8,572,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p8_g16_l20,GreedyBspHC,132,4984,4412,8,572,193.200000,4170,1932
bmw7st_1,p8_g16_l20,GreedyRecomputerMask0,18924,598508,146200,27,452308,200.208215,3599160,141347
bmw7st_1,p8_g16_l20,GreedyRecomputerMask1,131611,574879,108200,27,466679,200.208215,3599160,141347
bmw7st_1,p8_g16_l20,GreedyRecomputerMask3,165361,574524,108348,24,466176,200.208215,3599160,141347
bmw7st_1,p8_g16_l20,GreedyRecomputerMask7,372954,574524,108348,24,466176,200.208215,3599160,141347
bmw7st_1,p8_g16_l20,GreedyRecomputerMask2,36199,598126,146300,24,451826,200.208215,3599160,141347
bmw7st_1,p8_g16_l20,GreedyRecomputerMask4,99981,598481,146168,27,452313,200.208215,3599160,141347
bmw7st_1,p8_g16_l20,GreedyBspHC,11017,605919,153636,32,452283,200.208215,3599160,141347
ex3,p8_g16_l20,GreedyRecomputerMask0,495,24042,11184,57,12858,3.234458,25432,1821
ex3,p8_g16_l20,GreedyRecomputerMask1,546,22817,9232,57,13585,3.234458,25432,1821
ex3,p8_g16_l20,GreedyRecomputerMask3,698,22180,8228,46,13952,3.234458,25432,1821
ex3,p8_g16_l20,GreedyRecomputerMask7,1342,22192,8212,46,13980,3.234458,25432,1821
ex3,p8_g16_l20,GreedyRecomputerMask2,611,23716,10720,53,12996,3.234458,25432,1821
ex3,p8_g16_l20,GreedyRecomputerMask4,804,23974,11116,56,12858,3.234458,25432,1821
ex3,p8_g16_l20,GreedyBspHC,439,27371,15120,72,12251,3.234458,25432,1821
