Graph,Machine,Algorithm,TimeToCompute(ms),BspCost,CommCost,Supersteps,WorkCost,avg_wavefront_size,num_edges,num_vertices
instance_kNN_N30_K10_nzP0d15,p8_g4_l20,GreedyRecomputerMask1,165,1478,940,16,538,79.250000,3519,1585
instance_kNN_N30_K10_nzP0d15,p8_g4_l20,GreedyRecomputerMask3,210,1437,864,14,573,79.250000,3519,1585
instance_kNN_N30_K10_nzP0d15,p8_g4_l20,GreedyRecomputerMask7,342,1437,864,14,573,79.250000,3519,1585
instance_kNN_N30_K10_nzP0d15,p8_g4_l20,GreedyRecomputerMask2,206,1551,1008,14,543,79.250000,3519,1585
instance_kNN_N30_K10_nzP0d15,p8_g4_l20,GreedyRecomputerMask4,244,1642,1152,17,490,79.250000,3519,1585
instance_kNN_N30_K10_nzP0d15,p8_g4_l20,GreedyBspHC,127,1762,1272,17,490,79.250000,3519,1585
sts4098,p8_g4_l20,GreedyRecomputerMask0,737,9717,4536,77,5181,22.893855,34129,4098
sts4098,p8_g4_l20,GreedyRecomputerMask1,828,9523,4308,76,5215,22.893855,34129,4098
sts4098,p8_g4_l20,GreedyRecomputerMask3,996,9263,4032,60,5231,22.893855,34129,4098
sts4098,p8_g4_l20,GreedyRecomputerMask7,1658,9255,4024,60,5231,22.893855,34129,4098
sts4098,p8_g4_l20,GreedyRecomputerMask2,968,9442,4244,60,5198,22.893855,34129,4098
sts4098,p8_g4_l20,GreedyRecomputerMask4,1209,9693,4512,76,5181,22.893855,34129,4098
sts4098,p8_g4_l20,GreedyBspHC,639,10749,5572,81,5177,22.893855,34129,4098
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyRecomputerMask0,4175,179554,127420,3983,52134,2.363321,70893,47023
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyRecomputerMask1,5904,179527,127392,3982,52135,2.363321,70893,47023
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyRecomputerMask3,27887,83981,0,1,83981,2.363321,70893,47023
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyRecomputerMask7,32736,83981,0,1,83981,2.363321,70893,47023
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyRecomputerMask2,27146,83981,0,1,83981,2.363321,70893,47023
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyRecomputerMask4,8988,140764,85644,2491,55120,2.363321,70893,47023
instance_conjugate_gradient_gyro_m,p8_g4_l20,GreedyBspHC,3677,179554,127420,3984,52134,2.363321,70893,47023
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyRecomputerMask0,177,1944,1328,20,616,81.291667,4437,1951
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyRecomputerMask1,194,1772,1120,19,652,81.291667,4437,1951
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyRecomputerMask3,253,1701,1008,16,693,81.291667,4437,1951
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyRecomputerMask7,419,1701,1008,16,693,81.291667,4437,1951
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyRecomputerMask2,258,1834,1164,16,670,81.291667,4437,1951
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyRecomputerMask4,226,1944,1328,20,616,81.291667,4437,1951
instance_kNN_N30_K12_nzP0d15,p8_g4_l20,GreedyBspHC,149,2156,1540,20,616,81.291667,4437,1951
bcsstk13,p8_g4_l20,GreedyRecomputerMask0,3452,26056,8072,194,17984,3.477431,40940,2003
bcsstk13,p8_g4_l20,GreedyRecomputerMask1,3529,25978,7996,193,17982,3.477431,40940,2003
bcsstk13,p8_g4_l20,GreedyRecomputerMask3,3765,25443,7408,159,18035,3.477431,40940,2003
bcsstk13,p8_g4_l20,GreedyRecomputerMask7,4674,25443,7408,159,18035,3.477431,40940,2003
bcsstk13,p8_g4_l20,GreedyRecomputerMask2,3735,25501,7476,159,18025,3.477431,40940,2003
bcsstk13,p8_g4_l20,GreedyRecomputerMask4,4156,26052,8068,194,17984,3.477431,40940,2003
bcsstk13,p8_g4_l20,GreedyBspHC,3324,29054,11012,239,18042,3.477431,40940,2003
pumsb_star.psdd,p8_g4_l20,GreedyRecomputerMask0,2627,15987,10920,16,5067,1429.785714,110115,40034
pumsb_star.psdd,p8_g4_l20,GreedyRecomputerMask1,4349,14919,9504,16,5415,1429.785714,110115,40034
pumsb_star.psdd,p8_g4_l20,GreedyRecomputerMask3,5693,14852,9396,13,5456,1429.785714,110115,40034
pumsb_star.psdd,p8_g4_l20,GreedyRecomputerMask7,9879,14852,9396,13,5456,1429.785714,110115,40034
pumsb_star.psdd,p8_g4_l20,GreedyRecomputerMask2,4059,15216,9204,12,6012,1429.785714,110115,40034
pumsb_star.psdd,p8_g4_l20,GreedyRecomputerMask4,4060,15987,10920,16,5067,1429.785714,110115,40034
pumsb_star.psdd,p8_g4_l20,GreedyBspHC,2060,17531,12464,16,5067,1429.785714,110115,40034
m_t1,p8_g4_l20,GreedyRecomputerMask0,25311,736050,73340,239,662710,22.878781,4827996,97578
m_t1,p8_g4_l20,GreedyRecomputerMask1,30945,735791,73060,239,662731,22.878781,4827996,97578
m_t1,p8_g4_l20,GreedyRecomputerMask3,46798,735779,73048,238,662731,22.878781,4827996,97578
m_t1,p8_g4_l20,GreedyRecomputerMask7,131719,735779,73048,238,662731,22.878781,4827996,97578
m_t1,p8_g4_l20,GreedyRecomputerMask2,38226,736038,73328,238,662710,22.878781,4827996,97578
m_t1,p8_g4_l20,GreedyRecomputerMask4,84392,736050,73340,239,662710,22.878781,4827996,97578
m_t1,p8_g4_l20,GreedyBspHC,13899,766152,103324,256,662828,22.878781,4827996,97578
dna-500.psdd,p8_g4_l20,GreedyRecomputerMask0,5764,30548,8704,26,21844,2098.012048,552352,174135
dna-500.psdd,p8_g4_l20,GreedyRecomputerMask1,7882,29768,7712,26,22056,2098.012048,552352,174135
dna-500.psdd,p8_g4_l20,GreedyRecomputerMask3,13171,29735,7676,24,22059,2098.012048,552352,174135
dna-500.psdd,p8_g4_l20,GreedyRecomputerMask7,28245,29735,7676,24,22059,2098.012048,552352,174135
dna-500.psdd,p8_g4_l20,GreedyRecomputerMask2,11790,30315,8204,23,22111,2098.012048,552352,174135
dna-500.psdd,p8_g4_l20,GreedyRecomputerMask4,17198,30548,8704,26,21844,2098.012048,552352,174135
dna-500.psdd,p8_g4_l20,GreedyBspHC,3529,31591,9748,26,21843,2098.012048,552352,174135
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyRecomputerMask0,118,1525,1032,10,493,163.200000,3480,1632
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyRecomputerMask1,154,1316,764,10,552,163.200000,3480,1632
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyRecomputerMask3,197,1243,616,8,627,163.200000,3480,1632
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyRecomputerMask7,339,1243,616,8,627,163.200000,3480,1632
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyRecomputerMask2,176,1363,752,8,611,163.200000,3480,1632
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyRecomputerMask4,163,1525,1032,10,493,163.200000,3480,1632
instance_exp_N40_K5_nzP0d15,p8_g4_l20,GreedyBspHC,94,1617,1124,10,493,163.200000,3480,1632
nltcs.10split.psdd,p8_g4_l20,GreedyRecomputerMask0,12,234,212,7,22,14.875000,192,119
nltcs.10split.psdd,p8_g4_l20,GreedyRecomputerMask1,14,182,152,6,30,14.875000,192,119
nltcs.10split.psdd,p8_g4_l20,GreedyRecomputerMask3,17,102,48,2,54,14.875000,192,119
nltcs.10split.psdd,p8_g4_l20,GreedyRecomputerMask7,26,102,48,2,54,14.875000,192,119
nltcs.10split.psdd,p8_g4_l20,GreedyRecomputerMask2,16,105,52,2,53,14.875000,192,119
nltcs.10split.psdd,p8_g4_l20,GreedyRecomputerMask4,15,234,212,7,22,14.875000,192,119
nltcs.10split.psdd,p8_g4_l20,GreedyBspHC,11,242,220,7,22,14.875000,192,119
nasa4704,p8_g4_l20,GreedyRecomputerMask0,762,15179,7168,135,8011,14.254545,50026,4704
nasa4704,p8_g4_l20,GreedyRecomputerMask1,865,15121,7092,135,8029,14.254545,50026,4704
nasa4704,p8_g4_l20,GreedyRecomputerMask3,1084,15088,7052,132,8036,14.254545,50026,4704
nasa4704,p8_g4_l20,GreedyRecomputerMask7,2011,15072,7036,132,8036,14.254545,50026,4704
nasa4704,p8_g4_l20,GreedyRecomputerMask2,948,15146,7128,132,8018,14.254545,50026,4704
nasa4704,p8_g4_l20,GreedyRecomputerMask4,1767,15163,7152,135,8011,14.254545,50026,4704
nasa4704,p8_g4_l20,GreedyBspHC,613,17016,9004,140,8012,14.254545,50026,4704
thermal1,p8_g4_l20,GreedyRecomputerMask0,5606,48854,17644,88,31210,85.210309,245902,82654
thermal1,p8_g4_l20,GreedyRecomputerMask1,22782,40865,9184,88,31681,85.210309,245902,82654
thermal1,p8_g4_l20,GreedyRecomputerMask3,24774,40712,9000,79,31712,85.210309,245902,82654
thermal1,p8_g4_l20,GreedyRecomputerMask7,34378,40712,9000,79,31712,85.210309,245902,82654
thermal1,p8_g4_l20,GreedyRecomputerMask2,8544,47269,15720,78,31549,85.210309,245902,82654
thermal1,p8_g4_l20,GreedyRecomputerMask4,12192,48834,17624,87,31210,85.210309,245902,82654
thermal1,p8_g4_l20,GreedyBspHC,4550,51000,19792,89,31208,85.210309,245902,82654
cfd1,p8_g4_l20,GreedyRecomputerMask0,35242,248946,110252,1968,138694,16.283936,878854,70656
cfd1,p8_g4_l20,GreedyRecomputerMask1,37398,248760,110024,1968,138736,16.283936,878854,70656
cfd1,p8_g4_l20,GreedyRecomputerMask3,44422,247285,108160,1826,139125,16.283936,878854,70656
cfd1,p8_g4_l20,GreedyRecomputerMask7,67510,247305,108180,1828,139125,16.283936,878854,70656
cfd1,p8_g4_l20,GreedyRecomputerMask2,43523,247583,108488,1825,139095,16.283936,878854,70656
cfd1,p8_g4_l20,GreedyRecomputerMask4,47728,248946,110252,1968,138694,16.283936,878854,70656
cfd1,p8_g4_l20,GreedyBspHC,31801,292292,153592,1982,138700,16.283936,878854,70656
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyRecomputerMask0,1272,12565,8552,86,4013,63.135484,22088,9786
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyRecomputerMask1,1362,12324,8240,86,4084,63.135484,22088,9786
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyRecomputerMask3,1823,12109,7856,73,4253,63.135484,22088,9786
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyRecomputerMask7,2940,12085,7832,73,4253,63.135484,22088,9786
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyRecomputerMask2,1621,12193,7964,73,4229,63.135484,22088,9786
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyRecomputerMask4,1845,12549,8536,86,4013,63.135484,22088,9786
instance_CG_N45_K13_nzP0d15,p8_g4_l20,GreedyBspHC,1146,13297,9292,90,4005,63.135484,22088,9786
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyRecomputerMask0,101,1210,848,12,362,76.187500,2601,1219
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyRecomputerMask1,115,1063,660,11,403,76.187500,2601,1219
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyRecomputerMask3,152,1008,548,8,460,76.187500,2601,1219
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyRecomputerMask7,255,1008,548,8,460,76.187500,2601,1219
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyRecomputerMask2,145,1097,668,8,429,76.187500,2601,1219
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyRecomputerMask4,173,1210,848,12,362,76.187500,2601,1219
instance_kNN_N30_K8_nzP0d15,p8_g4_l20,GreedyBspHC,86,1290,928,12,362,76.187500,2601,1219
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyRecomputerMask0,141,1091,632,3,459,960.000000,2670,1920
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyRecomputerMask1,172,960,456,3,504,960.000000,2670,1920
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyRecomputerMask3,192,802,0,1,802,960.000000,2670,1920
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyRecomputerMask7,296,802,0,1,802,960.000000,2670,1920
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyRecomputerMask2,170,802,0,1,802,960.000000,2670,1920
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyRecomputerMask4,250,1091,632,3,459,960.000000,2670,1920
instance_spmv_N70_nzP0d19,p8_g4_l20,GreedyBspHC,123,1095,636,3,459,960.000000,2670,1920
nasa1824,p8_g4_l20,GreedyRecomputerMask0,395,6847,3496,78,3351,9.859459,18692,1824
nasa1824,p8_g4_l20,GreedyRecomputerMask1,417,6838,3488,78,3350,9.859459,18692,1824
nasa1824,p8_g4_l20,GreedyRecomputerMask3,562,6691,3300,70,3391,9.859459,18692,1824
nasa1824,p8_g4_l20,GreedyRecomputerMask7,1023,6683,3288,70,3395,9.859459,18692,1824
nasa1824,p8_g4_l20,GreedyRecomputerMask2,555,6713,3316,70,3397,9.859459,18692,1824
nasa1824,p8_g4_l20,GreedyRecomputerMask4,634,6835,3484,78,3351,9.859459,18692,1824
nasa1824,p8_g4_l20,GreedyBspHC,342,7743,4384,87,3359,9.859459,18692,1824
kdd.psdd,p8_g4_l20,GreedyRecomputerMask0,2229,12758,8672,11,4086,1601.050000,79972,32021
kdd.psdd,p8_g4_l20,GreedyRecomputerMask1,3313,12089,7816,11,4273,1601.050000,79972,32021
kdd.psdd,p8_g4_l20,GreedyRecomputerMask3,4622,11298,4952,8,6346,1601.050000,79972,32021
kdd.psdd,p8_g4_l20,GreedyRecomputerMask7,7904,11298,4952,8,6346,1601.050000,79972,32021
kdd.psdd,p8_g4_l20,GreedyRecomputerMask2,3427,11573,5192,8,6381,1601.050000,79972,32021
kdd.psdd,p8_g4_l20,GreedyRecomputerMask4,4521,12758,8672,11,4086,1601.050000,79972,32021
kdd.psdd,p8_g4_l20,GreedyBspHC,1828,13516,9432,11,4084,1601.050000,79972,32021
thermomech_TC,p8_g4_l20,GreedyRecomputerMask0,10556,73407,35272,10,38135,318.249221,304700,102158
thermomech_TC,p8_g4_l20,GreedyRecomputerMask1,275923,54741,13648,10,41093,318.249221,304700,102158
thermomech_TC,p8_g4_l20,GreedyRecomputerMask3,284475,53601,11516,6,42085,318.249221,304700,102158
thermomech_TC,p8_g4_l20,GreedyRecomputerMask7,304132,53576,11412,6,42164,318.249221,304700,102158
thermomech_TC,p8_g4_l20,GreedyRecomputerMask2,14956,57250,2700,5,54550,318.249221,304700,102158
thermomech_TC,p8_g4_l20,GreedyRecomputerMask4,21178,73407,35272,10,38135,318.249221,304700,102158
thermomech_TC,p8_g4_l20,GreedyBspHC,8718,73757,35624,10,38133,318.249221,304700,102158
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyRecomputerMask0,384,2824,1532,3,1292,2663.000000,7629,5326
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyRecomputerMask1,489,2564,1184,3,1380,2663.000000,7629,5326
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyRecomputerMask3,553,2218,0,1,2218,2663.000000,7629,5326
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyRecomputerMask7,858,2218,0,1,2218,2663.000000,7629,5326
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyRecomputerMask2,464,2218,0,1,2218,2663.000000,7629,5326
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyRecomputerMask4,529,2824,1532,3,1292,2663.000000,7629,5326
instance_spmv_N120_nzP0d18,p8_g4_l20,GreedyBspHC,328,2832,1540,3,1292,2663.000000,7629,5326
raefsky4,p8_g4_l20,GreedyRecomputerMask0,2636,103613,17596,101,86017,54.040984,654416,19779
raefsky4,p8_g4_l20,GreedyRecomputerMask1,3544,103441,17416,101,86025,54.040984,654416,19779
raefsky4,p8_g4_l20,GreedyRecomputerMask3,5407,103401,17376,99,86025,54.040984,654416,19779
raefsky4,p8_g4_l20,GreedyRecomputerMask7,16633,103401,17376,99,86025,54.040984,654416,19779
raefsky4,p8_g4_l20,GreedyRecomputerMask2,5213,103573,17556,99,86017,54.040984,654416,19779
raefsky4,p8_g4_l20,GreedyRecomputerMask4,10409,103613,17596,101,86017,54.040984,654416,19779
raefsky4,p8_g4_l20,GreedyBspHC,1085,110429,24412,102,86017,54.040984,654416,19779
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyRecomputerMask0,669,7938,4964,26,2974,268.382353,22821,9125
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyRecomputerMask1,952,7157,3936,26,3221,268.382353,22821,9125
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyRecomputerMask3,1228,7042,3708,23,3334,268.382353,22821,9125
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyRecomputerMask7,2058,7042,3708,23,3334,268.382353,22821,9125
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyRecomputerMask2,1061,7563,4368,23,3195,268.382353,22821,9125
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyRecomputerMask4,942,7938,4964,26,2974,268.382353,22821,9125
instance_exp_N60_K17_nzP0d13,p8_g4_l20,GreedyBspHC,534,8382,5408,26,2974,268.382353,22821,9125
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyRecomputerMask0,113,933,552,3,381,802.000000,2211,1604
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyRecomputerMask1,123,922,540,3,382,802.000000,2211,1604
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyRecomputerMask3,140,669,0,1,669,802.000000,2211,1604
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyRecomputerMask7,229,669,0,1,669,802.000000,2211,1604
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyRecomputerMask2,140,669,0,1,669,802.000000,2211,1604
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyRecomputerMask4,155,933,552,3,381,802.000000,2211,1604
instance_spmv_N65_nzP0d18,p8_g4_l20,GreedyBspHC,98,941,560,3,381,802.000000,2211,1604
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyRecomputerMask0,750,9302,6332,65,2970,61.638655,16632,7335
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyRecomputerMask1,863,9078,6036,65,3042,61.638655,16632,7335
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyRecomputerMask3,1078,8905,5748,58,3157,61.638655,16632,7335
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyRecomputerMask7,1699,8905,5748,58,3157,61.638655,16632,7335
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyRecomputerMask2,1030,8987,5844,58,3143,61.638655,16632,7335
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyRecomputerMask4,1206,9302,6332,65,2970,61.638655,16632,7335
instance_CG_N40_K10_nzP0d2,p8_g4_l20,GreedyBspHC,662,9876,6908,69,2968,61.638655,16632,7335
baudio.psdd,p8_g4_l20,GreedyRecomputerMask0,1891,12686,8312,15,4374,1329.500000,94229,34567
baudio.psdd,p8_g4_l20,GreedyRecomputerMask1,3117,11898,7280,14,4618,1329.500000,94229,34567
baudio.psdd,p8_g4_l20,GreedyRecomputerMask3,3700,11898,7280,14,4618,1329.500000,94229,34567
baudio.psdd,p8_g4_l20,GreedyRecomputerMask7,6009,11898,7280,14,4618,1329.500000,94229,34567
baudio.psdd,p8_g4_l20,GreedyRecomputerMask2,3136,12129,5832,12,6297,1329.500000,94229,34567
baudio.psdd,p8_g4_l20,GreedyRecomputerMask4,4357,12686,8312,15,4374,1329.500000,94229,34567
baudio.psdd,p8_g4_l20,GreedyBspHC,1430,13714,9340,15,4374,1329.500000,94229,34567
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyRecomputerMask0,5874,69236,39688,60,29548,1042.425000,232080,83394
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyRecomputerMask1,11667,65057,34120,60,30937,1042.425000,232080,83394
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyRecomputerMask3,15176,64739,33320,58,31419,1042.425000,232080,83394
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyRecomputerMask7,23786,64739,33320,58,31419,1042.425000,232080,83394
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyRecomputerMask2,10677,67625,37116,58,30509,1042.425000,232080,83394
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyRecomputerMask4,12336,69236,39688,60,29548,1042.425000,232080,83394
instance_exp_N100_K40_nzP0d2,p8_g4_l20,GreedyBspHC,4402,71444,41912,60,29532,1042.425000,232080,83394
ad.psdd,p8_g4_l20,GreedyRecomputerMask0,1949,9480,6644,22,2836,464.104167,47345,22277
ad.psdd,p8_g4_l20,GreedyRecomputerMask1,4471,7728,4336,21,3392,464.104167,47345,22277
ad.psdd,p8_g4_l20,GreedyRecomputerMask3,5230,6861,2656,12,4205,464.104167,47345,22277
ad.psdd,p8_g4_l20,GreedyRecomputerMask7,7483,6861,2656,12,4205,464.104167,47345,22277
ad.psdd,p8_g4_l20,GreedyRecomputerMask2,2641,7320,3112,12,4208,464.104167,47345,22277
ad.psdd,p8_g4_l20,GreedyRecomputerMask4,3607,9472,6632,21,2840,464.104167,47345,22277
ad.psdd,p8_g4_l20,GreedyBspHC,1665,10208,7372,22,2836,464.104167,47345,22277
1138_bus,p8_g4_l20,GreedyRecomputerMask0,54,598,400,8,198,56.900000,1458,1138
1138_bus,p8_g4_l20,GreedyRecomputerMask1,61,509,308,8,201,56.900000,1458,1138
1138_bus,p8_g4_l20,GreedyRecomputerMask3,73,339,0,1,339,56.900000,1458,1138
1138_bus,p8_g4_l20,GreedyRecomputerMask7,129,339,0,1,339,56.900000,1458,1138
1138_bus,p8_g4_l20,GreedyRecomputerMask2,68,339,0,1,339,56.900000,1458,1138
1138_bus,p8_g4_l20,GreedyRecomputerMask4,76,598,400,8,198,56.900000,1458,1138
1138_bus,p8_g4_l20,GreedyBspHC,44,614,416,8,198,56.900000,1458,1138
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyRecomputerMask0,841,8863,5740,12,3123,688.000000,23394,9632
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyRecomputerMask1,1812,7472,3904,12,3568,688.000000,23394,9632
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyRecomputerMask3,2160,7274,3392,10,3882,688.000000,23394,9632
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyRecomputerMask7,3119,7274,3392,10,3882,688.000000,23394,9632
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyRecomputerMask2,1320,8120,4468,10,3652,688.000000,23394,9632
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyRecomputerMask4,1568,8863,5740,12,3123,688.000000,23394,9632
instance_exp_N90_K7_nzP0d14,p8_g4_l20,GreedyBspHC,687,9143,6020,12,3123,688.000000,23394,9632
bbc.psdd,p8_g4_l20,GreedyRecomputerMask0,1863,10895,7580,17,3315,591.431818,54018,26023
bbc.psdd,p8_g4_l20,GreedyRecomputerMask1,5028,8869,4876,17,3993,591.431818,54018,26023
bbc.psdd,p8_g4_l20,GreedyRecomputerMask3,5992,8579,3432,13,5147,591.431818,54018,26023
bbc.psdd,p8_g4_l20,GreedyRecomputerMask7,8585,8577,3428,13,5149,591.431818,54018,26023
bbc.psdd,p8_g4_l20,GreedyRecomputerMask2,2708,9195,4116,13,5079,591.431818,54018,26023
bbc.psdd,p8_g4_l20,GreedyRecomputerMask4,3734,10895,7580,17,3315,591.431818,54018,26023
bbc.psdd,p8_g4_l20,GreedyBspHC,1551,11240,7944,17,3296,591.431818,54018,26023
Dubcova1,p8_g4_l20,GreedyRecomputerMask0,8357,27809,11248,174,16561,22.878014,118440,16129
Dubcova1,p8_g4_l20,GreedyRecomputerMask1,9398,26401,9624,174,16777,22.878014,118440,16129
Dubcova1,p8_g4_l20,GreedyRecomputerMask3,10158,25867,8904,142,16963,22.878014,118440,16129
Dubcova1,p8_g4_l20,GreedyRecomputerMask7,13623,25867,8904,142,16963,22.878014,118440,16129
Dubcova1,p8_g4_l20,GreedyRecomputerMask2,9503,26690,9276,140,17414,22.878014,118440,16129
Dubcova1,p8_g4_l20,GreedyRecomputerMask4,11145,27777,11196,172,16581,22.878014,118440,16129
Dubcova1,p8_g4_l20,GreedyBspHC,7854,30650,14100,194,16550,22.878014,118440,16129
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyRecomputerMask0,540,3892,2060,3,1832,3741.000000,10833,7482
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyRecomputerMask1,691,3601,1672,3,1929,3741.000000,10833,7482
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyRecomputerMask3,771,3123,0,1,3123,3741.000000,10833,7482
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyRecomputerMask7,1221,3123,0,1,3123,3741.000000,10833,7482
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyRecomputerMask2,655,3123,0,1,3123,3741.000000,10833,7482
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyRecomputerMask4,998,3892,2060,3,1832,3741.000000,10833,7482
instance_spmv_N130_nzP0d22,p8_g4_l20,GreedyBspHC,459,3912,2080,3,1832,3741.000000,10833,7482
Andrews,p8_g4_l20,GreedyRecomputerMask0,8635,91361,47352,13,44009,1304.347826,350077,60000
Andrews,p8_g4_l20,GreedyRecomputerMask1,110519,79925,32668,13,47257,1304.347826,350077,60000
Andrews,p8_g4_l20,GreedyRecomputerMask3,115090,79148,31240,11,47908,1304.347826,350077,60000
Andrews,p8_g4_l20,GreedyRecomputerMask7,155517,79098,31104,11,47994,1304.347826,350077,60000
Andrews,p8_g4_l20,GreedyRecomputerMask2,13515,84209,33420,10,50789,1304.347826,350077,60000
Andrews,p8_g4_l20,GreedyRecomputerMask4,17609,91361,47352,13,44009,1304.347826,350077,60000
Andrews,p8_g4_l20,GreedyBspHC,6459,91941,47932,14,44009,1304.347826,350077,60000
msnbc-yitao-c.psdd,p8_g4_l20,GreedyRecomputerMask0,430,2696,2068,6,628,997.800000,7164,4989
msnbc-yitao-c.psdd,p8_g4_l20,GreedyRecomputerMask1,799,2039,1192,6,847,997.800000,7164,4989
msnbc-yitao-c.psdd,p8_g4_l20,GreedyRecomputerMask3,863,1855,564,4,1291,997.800000,7164,4989
msnbc-yitao-c.psdd,p8_g4_l20,GreedyRecomputerMask7,1169,1855,564,4,1291,997.800000,7164,4989
msnbc-yitao-c.psdd,p8_g4_l20,GreedyRecomputerMask2,518,1855,564,4,1291,997.800000,7164,4989
msnbc-yitao-c.psdd,p8_g4_l20,GreedyRecomputerMask4,749,2696,2068,6,628,997.800000,7164,4989
msnbc-yitao-c.psdd,p8_g4_l20,GreedyBspHC,378,2720,2092,6,628,997.800000,7164,4989
bcsstk26,p8_g4_l20,GreedyRecomputerMask0,208,4475,1728,35,2747,11.791411,14207,1922
bcsstk26,p8_g4_l20,GreedyRecomputerMask1,249,4439,1696,35,2743,11.791411,14207,1922
bcsstk26,p8_g4_l20,GreedyRecomputerMask3,335,4224,1408,24,2816,11.791411,14207,1922
bcsstk26,p8_g4_l20,GreedyRecomputerMask7,707,4240,1432,24,2808,11.791411,14207,1922
