Graph,Machine,Algorithm,Permutation,SpTrSV_Runtime,Work_Cost,Base_Comm_Cost,Supersteps,_Base_Buffered_Sending,Base_CostsTotalCommunication,Schedule_Compute_time,Scheduling_Threads
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000600518,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000610344,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000610124,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000602189,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000589788,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000586539,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000603684,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000576119,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584334,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000583406,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000596288,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000599752,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000585538,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584922,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000583844,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000596428,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000582811,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000577216,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000578774,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000594972,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000603294,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000587434,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000573738,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000583406,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000599826,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000577128,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584878,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000580969,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000582959,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000618181,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000589536,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.00057874,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000587566,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000596536,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000586816,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.00060136,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.00058101,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000587871,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000612643,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000590111,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000585188,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000582858,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000590172,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584892,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000595681,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000576598,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584099,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000589923,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000591621,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000588407,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000583476,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.00058197,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000589549,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000594485,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000582487,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000585276,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000614293,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000596633,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000582899,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000575483,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000587138,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000588737,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000600647,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000582517,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000586714,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584492,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000596599,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000578889,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000571197,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000578176,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000593186,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000596497,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000578132,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000578642,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584522,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000604751,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000577113,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000589965,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000590403,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000590912,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000606023,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.00057183,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000578664,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.00058115,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000600987,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000583079,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000590493,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000579287,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000692606,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000604961,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000581893,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000586299,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000584913,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000603082,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000590267,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000591054,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000580718,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000592012,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000604838,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowl,LOOP_PROCESSORS,0.000574633,261351,0,9,0,0,495,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000667116,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000609139,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000577523,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000595485,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000574466,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.00059129,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000572244,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.00058361,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000575119,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000564707,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000577667,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000579253,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000586941,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000591342,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000605113,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000577059,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000581071,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.00059292,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000575934,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000576025,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000579025,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000578442,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000593326,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000617485,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000575074,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000589393,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000584734,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000590308,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000578362,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000584517,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000584406,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000581882,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000608318,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000575141,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000617984,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000583074,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000588433,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000586139,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000583835,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.0005872,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000587367,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000595879,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000577741,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000616346,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.00057896,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000576647,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000585595,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000578373,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000581808,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000583147,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000590177,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000594799,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000612391,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000578736,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000591147,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000587001,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000582348,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000585455,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000583901,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000622286,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000579479,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000626378,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000584614,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000591246,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000583719,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.00057417,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000575542,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000583948,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000601049,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000584723,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000623541,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000582124,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000577348,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000585731,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000574689,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000579214,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000586336,261351,0,9,0,0,187,1
hood_metis,p22_g0_l500,SMFunGrowlv2,LOOP_PROCESSORS,0.000579063,261351,0,9,0,0,187,1
